experiment,model,noise_rate,id_test_auc,id_test_accuracy,equality_opportunity,demographic_parity_diff,equalized_odds_ratio,predictive_parity_diff
college_scorecard,group_dro,0.3,0.907028367814658,0.9037337662337662,0.1387064452886158,0.1321933245376399,0.258080743829581,0.2751208746348246
college_scorecard,group_dro,0.3,0.9066858567899914,0.8976461038961039,0.6571717099994872,0.1377824215378967,0.7235858514136285,0.3966817496229261
diabetes_readmission,group_dro,0.0,0.6173320714693937,0.6141824119430838,0.0134110678562781,0.0334979041735475,0.0695879348836852,0.0378688085676037
diabetes_readmission,group_dro,0.0,0.6082065870730907,0.4627944949848379,0.0472139955255047,0.1034317100736831,0.1850126320045733,0.0016098595073362
diabetes_readmission,group_dro,0.0,0.6068507029233081,0.4578959645439701,0.0501673279068178,0.1035613276127878,0.1865164908456157,0.0034247506910816
diabetes_readmission,group_dro,0.0,0.6050383038112113,0.5507347795661302,0.0652444311989453,0.1328710079169569,0.236310634242449,0.033115671641791
diabetes_readmission,group_dro,0.0,0.5934031628413616,0.4233729881035689,0.0127508625096495,0.0240368525295308,0.0438295677508052,0.0247022867826837
diabetes_readmission,group_dro,0.3,0.6035782845338957,0.5533006764637276,0.0033631150102549,0.0881402694947522,0.1407056166218664,0.0
diabetes_readmission,group_dro,0.3,0.6030836986647413,0.5864240727781665,0.2165349360387264,0.2087463034998107,0.4277185425320555,0.0
diabetes_readmission,group_dro,0.3,0.599575912492453,0.6006531373921157,0.2711746895068742,0.2342404960854132,0.4884706985709676,0.0
diabetes_readmission,group_dro,0.3,0.5985079115823344,0.5941217634709587,0.2706324518867593,0.2676797637531753,0.5431520354073001,0.0
diabetes_readmission,group_dro,0.3,0.5965581212858471,0.4163750874737579,0.0055134390075809,0.0009368124783972,0.0107653387555834,0.0
brfss_diabetes,group_dro,0.0,0.8192987491394745,0.875340475758126,0.1929137582167405,0.0841225147972091,0.2408289232601467,0.1272385818850027
brfss_diabetes,group_dro,0.0,0.8189160658174095,0.8620350958284497,0.3493075371610919,0.2032971781721538,0.4893329800582027,0.1013901813901814
brfss_diabetes,group_dro,0.0,0.8187028947398194,0.8727734948908001,0.0,0.0,0.0,0.0
brfss_diabetes,group_dro,0.0,0.8186456719944083,0.8752992059692623,0.0871726707021091,0.0336197642393703,0.1040900831209622,0.0015777262180973
brfss_diabetes,group_dro,0.0,0.8170749773927637,0.8727734948908001,0.0,0.0,0.0,0.0
brfss_diabetes,group_dro,0.3,0.8022415053004388,0.8699258794592006,0.3926722350716558,0.1888692554452561,0.5206616909943712,0.0241698192517864
brfss_diabetes,group_dro,0.3,0.7968007726671978,0.8727569869752546,0.0003556187766714,0.0002135554309815,0.0005278840652157,0.375
brfss_diabetes,group_dro,0.3,0.7963905884861107,0.8707842910675669,0.3844876011459711,0.1799252875777381,0.5047883732184927,0.0563980934570913
brfss_diabetes,group_dro,0.3,0.7946230679117279,0.870181752150156,0.3909719104994482,0.1855893434745281,0.5164145707075419,0.2155701851279105
brfss_diabetes,group_dro,0.3,0.787706435904132,0.8727074632286181,0.3184946837591993,0.1449365258691402,0.4124817022790932,0.2161232740064052
acsunemployment,group_dro,0.0,0.9753817783803768,0.9720013633687604,0.0881942448027001,0.0080384366284748,0.0892463140595448,0.0359279506949636
acsunemployment,group_dro,0.0,0.9753640773758252,0.9724475567812104,0.1223478752760769,0.0140172501118825,0.126133590218136,0.0179806097716545
acsunemployment,group_dro,0.0,0.97533329848718,0.9725900907879652,0.1201857266195205,0.0132825967779107,0.1236508691974933,0.0005455073712671
acsunemployment,group_dro,0.0,0.9752600777309898,0.9718216465776346,0.0713141893595533,0.0068068864286458,0.0719952717020624,0.0242047339062264
acsunemployment,group_dro,0.0,0.9752130268450314,0.972181080159886,0.0867438745088431,0.0086716692720943,0.0881681567859618,0.0205405405405405
acsunemployment,group_dro,0.3,0.9190384414534428,0.9653208564434668,0.326299951507052,0.0568755997490644,0.3622261477877893,0.097879259142767
acsunemployment,group_dro,0.3,0.9183536014859306,0.9704706720788276,0.3469753456855521,0.0405413941120291,0.3684661153684693,0.2431866606629746
acsunemployment,group_dro,0.3,0.9104018766033304,0.9695534967310137,0.3354685160716111,0.0436882632233772,0.3596830675567992,0.1493981670126963
acsunemployment,group_dro,0.3,0.9066371646712004,0.9703157438106156,0.4616517980859074,0.0498800675826182,0.4881654027031214,0.421766149197053
acsunemployment,group_dro,0.3,0.9045436385118608,0.970359123725715,0.3747065171139886,0.0414217362381794,0.3962979953767639,0.2884703494016549
acsincome,group_dro,0.0,0.8953331482343341,0.8272706561360875,0.060640958717704,0.0951792834502153,0.1027972525624536,0.0087295952734021
acsincome,group_dro,0.0,0.8944889111393836,0.8217712130417173,0.0487211011753184,0.0785325802964288,0.0776220838897344,0.0147656188847417
acsincome,group_dro,0.0,0.894368309844362,0.8214547893884163,0.0549521215759208,0.082702023424848,0.0875948734329494,0.0046811739395511
acsincome,group_dro,0.0,0.8942884715988446,0.8222331915755366,0.0484311941011916,0.0808365911445007,0.0801934378068952,0.0089803798450438
acsincome,group_dro,0.0,0.894207329002647,0.8225749291211016,0.0601393961779455,0.0871863479587135,0.0958993885324327,0.0038446890273294
acsincome,group_dro,0.3,0.8923106330967967,0.8225749291211016,0.2398278641236495,0.1929020147778836,0.3491051568057845,0.0840770983418004
acsincome,group_dro,0.3,0.8910959616952798,0.8158034629404617,0.2846243430959941,0.1737214258277972,0.3597588189720465,0.0944566506357871
acsincome,group_dro,0.3,0.8910588805668391,0.8162780984204131,0.2648084199901137,0.1663158262708529,0.3370118439440577,0.0872954972810684
acsincome,group_dro,0.3,0.8904148951668142,0.8165375658161199,0.2344906298819309,0.1578330136637919,0.3058631765698975,0.0818327499518117
acsincome,group_dro,0.3,0.8903976967245788,0.8106710712839206,0.2868324360147067,0.1629505067827121,0.3498092286129066,0.0884362776922745
acsfoodstamps,group_dro,0.0,0.839548945530963,0.8413542249580303,0.0618281869490708,0.06013045885993,0.0882881993213319,0.0315265729520556
acsfoodstamps,group_dro,0.0,0.838838469974087,0.8422444930559089,0.0558907215811813,0.0567528038627161,0.081127490041185,0.0186992078399695
acsfoodstamps,group_dro,0.0,0.8387610330472466,0.840883654677723,0.0618423842731356,0.0683426177415201,0.0945037518073703,0.0341028138677601
acsfoodstamps,group_dro,0.0,0.8387004422780047,0.8420028488579132,0.0706639400455557,0.0656910312962147,0.1005069933946204,0.0283399436292465
acsfoodstamps,group_dro,0.0,0.8379728613757637,0.841519560461922,0.0829745974901829,0.0651485400887733,0.1126238926285309,0.0081635611486358
acsfoodstamps,group_dro,0.3,0.8344013010786044,0.8315358396499974,0.1668251907815311,0.0343458957873716,0.1850784935922149,0.1250999245852186
acsfoodstamps,group_dro,0.3,0.8328599438952211,0.8334817113496464,0.1635362580745855,0.0336640841149864,0.1849038398526035,0.1461224653124991
acsfoodstamps,group_dro,0.3,0.8327117832664985,0.8308109070560106,0.1498143448051829,0.0298996217531209,0.1658011089022419,0.1258566243194192
acsfoodstamps,group_dro,0.3,0.832044357488607,0.8311415780637941,0.1561941699021329,0.0319038462472851,0.1740786735837947,0.1316316485992875
acsfoodstamps,group_dro,0.3,0.8320366980973986,0.8342320801750013,0.1615822729512905,0.0321737412889546,0.1818438996950225,0.1393555035270762
heloc,catboost,0.0,0.7190583112199769,0.7446043165467626,0.0,0.0,0.0,0.0
heloc,catboost,0.0,0.7085119412124924,0.7446043165467626,0.1538461538461538,0.0566037735849056,0.1885282347710093,0.5
heloc,catboost,0.0,0.7136830645710008,0.7446043165467626,0.0,0.0,0.0,0.0
heloc,catboost,0.0,0.7157242974756752,0.7446043165467626,0.0,0.0,0.0,0.0
heloc,catboost,0.0,0.6921140368782746,0.7302158273381295,0.1025641025641025,0.0566037735849056,0.1488068771305765,0.3333333333333333
heloc,catboost,0.3,0.7198067632850241,0.737410071942446,1.0,1.0,2.0,0.4848484848484848
heloc,catboost,0.3,0.6684357351840511,0.7122302158273381,0.8205128205128205,0.9009433962264152,1.739587965021491,0.1515151515151515
heloc,catboost,0.3,0.7037490644349187,0.737410071942446,1.0,1.0,2.0,0.4848484848484848
heloc,catboost,0.3,0.7143634755392257,0.737410071942446,1.0,1.0,2.0,0.4848484848484848
heloc,catboost,0.3,0.7157923385724979,0.737410071942446,1.0,1.0,2.0,0.4848484848484848
acsunemployment,catboost,0.0,0.97871061725091,0.97354444892015,0.121761480815882,0.0144865944541581,0.1254719079767703,0.011928604762275
acsunemployment,catboost,0.0,0.9786010267327698,0.973228395252998,0.1157561555802464,0.0145471383635524,0.1195337252776289,0.0287604722010662
acsunemployment,catboost,0.0,0.978890777928343,0.9734948718743222,0.1197382751958799,0.0148853870457158,0.123618392632028,0.0230604201854979
acsunemployment,catboost,0.0,0.9785090273407466,0.9733461407368388,0.1107392759818526,0.0144167805909881,0.114616514158999,0.0187458442023426
acsunemployment,catboost,0.0,0.9788748578945728,0.9735754345737924,0.1186896513794286,0.0148495597936522,0.1225335645544921,0.0231802864165965
acsunemployment,catboost,0.3,0.906964793372381,0.9706008118241254,0.4524829288217066,0.0560782555920446,0.4839081933072131,0.243478342326139
acsunemployment,catboost,0.3,0.912184728245235,0.9703219409413442,0.452372322851818,0.0585603764490561,0.4858882491354588,0.2220295534876681
